Id|GeoId|Country|SubCountry|City
160|3429576|Argentina|Buenos Aires F.D.|Retiro
161|3429577|Argentina|Chaco|Resistencia
162|3429594|Argentina|Santa Fe|Reconquista
163|3429652|Argentina|Buenos Aires|Quilmes
164|3429732|Argentina|Misiones|Puerto Rico
165|3429777|Argentina|Misiones|Puerto Iguazú
166|3429786|Argentina|Misiones|Puerto Esperanza
167|3429790|Argentina|Misiones|Puerto Eldorado
168|3429886|Argentina|Misiones|Posadas
169|3429902|Argentina|Buenos Aires|Pontevedra
170|3429949|Argentina|Formosa|Pirané
171|3429980|Argentina|Buenos Aires|Pilar
172|3430104|Argentina|Corrientes|Paso de los Libres
173|3430340|Argentina|Misiones|Oberá
174|3430443|Argentina|Buenos Aires|Necochea
175|3430513|Argentina|Buenos Aires|Muñiz
176|3430545|Argentina|Buenos Aires|Morón
177|3430598|Argentina|Corrientes|Monte Caseros
178|3430601|Argentina|Misiones|Montecarlo
179|3430697|Argentina|Buenos Aires|Merlo
180|3430708|Argentina|Buenos Aires|Mercedes
181|3430709|Argentina|Corrientes|Mercedes
182|3430863|Argentina|Buenos Aires|Mar del Plata
183|3430988|Argentina|Buenos Aires|Luján
184|3431057|Argentina|Buenos Aires|Los Polvorines
185|3432043|Argentina|Buenos Aires|La Plata
186|3432079|Argentina|Entre Rios|La Paz
187|3433349|Argentina|Misiones|Jardín América
188|3433522|Argentina|Buenos Aires|Hurlingham
189|3433658|Argentina|Entre Rios|Gualeguaychú
190|3433663|Argentina|Entre Rios|Gualeguay
191|3433715|Argentina|Corrientes|Goya
192|3433753|Argentina|Corrientes|Gobernador Virasora
193|3433787|Argentina|Buenos Aires|General Pacheco
194|3433803|Argentina|Chaco|General José de San Martín
195|3433836|Argentina|Misiones|Garupá
196|3433899|Argentina|Formosa|Formosa
197|3433901|Argentina|Chaco|Fontana
198|3433956|Argentina|Entre Rios|Federal
199|3434095|Argentina|Corrientes|Esquina
200|3434291|Argentina|Misiones|El Soberbio
201|3435010|Argentina|Buenos Aires|Don Torcuato
202|3435038|Argentina|Buenos Aires|Dolores
203|3435103|Argentina|Corrientes|Curuzú Cuatiá
204|3435217|Argentina|Corrientes|Corrientes
205|3435261|Argentina|Entre Rios|Concordia
206|3435264|Argentina|Entre Rios|Concepción del Uruguay
207|3435356|Argentina|Buenos Aires F.D.|Colegiales
208|3435486|Argentina|Entre Rios|Chajarí
209|3435810|Argentina|Buenos Aires|Campana
210|3435910|Argentina|Buenos Aires F.D.|Buenos Aires
211|3436003|Argentina|Buenos Aires F.D.|Boedo
212|3436043|Argentina|Buenos Aires|Berazategui
213|3436061|Argentina|Buenos Aires|Bella Vista
214|3436077|Argentina|Buenos Aires F.D.|Belgrano
215|3436124|Argentina|Chaco|Barranqueras
216|3436134|Argentina|Buenos Aires F.D.|Barracas
217|3436177|Argentina|Buenos Aires|Balcarce
218|3436199|Argentina|Buenos Aires|Azul
219|3436230|Argentina|Santa Fe|Avellaneda
220|3436287|Argentina|Misiones|Aristóbulo del Valle
221|3832132|Argentina|Neuquen|Zapala
222|3832260|Argentina|Tucuman|Yerba Buena
223|3832647|Argentina|Rio Negro|Villa Regina
224|3832653|Argentina|San Juan|Villa Paula de Sarmiento
225|3832662|Argentina|Cordoba|Villa Nueva
226|3832694|Argentina|Cordoba|Villa María
227|3832756|Argentina|Cordoba|Villa Dolores
228|3832778|Argentina|Santa Fe|Villa Constitución
229|3832791|Argentina|Cordoba|Villa Carlos Paz
230|3832811|Argentina|Chaco|Villa Ángela
231|3832815|Argentina|Cordoba|Villa Allende
232|3832899|Argentina|Rio Negro|Viedma
233|3832934|Argentina|Entre Rios|Victoria
234|3833027|Argentina|Santa Fe|Vera
235|3833062|Argentina|Santa Fe|Venado Tuerto
236|3833112|Argentina|Buenos Aires|Veinticinco de Mayo
237|3833367|Argentina|Tierra del Fuego|Ushuaia
238|3833412|Argentina|Cordoba|Unquillo
239|3833794|Argentina|Chaco|Tres Isletas
240|3833859|Argentina|Buenos Aires|Tres Arroyos
241|3833883|Argentina|Chubut|Trelew
242|3834502|Argentina|Santiago del Estero|Termas de Río Hondo
243|3834601|Argentina|Salta|Tartagal
244|3834813|Argentina|Tucuman|Tafí Viejo
245|3834971|Argentina|Santa Fe|Sunchales
246|3835793|Argentina|Santa Fe|Santo Tomé
247|3835869|Argentina|Santiago del Estero|Santiago del Estero
248|3835994|Argentina|La Pampa|Santa Rosa
249|3836194|Argentina|San Juan|Santa Lucía
250|3836277|Argentina|Santa Fe|Santa Fe
251|3836564|Argentina|Jujuy|San Salvador de Jujuy
252|3836620|Argentina|Salta|San Ramón de la Nueva Orán
253|3836669|Argentina|Mendoza|San Rafael
254|3836772|Argentina|Jujuy|San Pedro de Jujuy
255|3836846|Argentina|Buenos Aires|San Nicolás de los Arroyos
256|3836873|Argentina|Tucuman|San Miguel de Tucumán
257|3836951|Argentina|Neuquen|San Martín de los Andes
258|3836992|Argentina|Mendoza|San Martín
259|3837056|Argentina|San Luis|San Luis
260|3837124|Argentina|Santa Fe|San Justo
261|3837213|Argentina|San Juan|San Juan
262|3837240|Argentina|San Juan|San José de Jáchal
263|3837441|Argentina|Santa Fe|San Jorge
264|3837675|Argentina|Cordoba|San Francisco
265|3837702|Argentina|Catamarca|Catamarca
266|3837980|Argentina|Rio Negro|San Antonio Oeste
267|3838233|Argentina|Salta|Salta
268|3838506|Argentina|Santa Fe|Rufino
269|3838583|Argentina|Santa Fe|Rosario
270|3838793|Argentina|Cordoba|Río Tercero
271|3838797|Argentina|Cordoba|Río Segundo
272|3838854|Argentina|Tierra del Fuego|Río Grande
273|3838859|Argentina|Santa Cruz|Río Gallegos
274|3838874|Argentina|Cordoba|Río Cuarto
275|3838902|Argentina|Cordoba|Río Ceballos
276|3839307|Argentina|Chubut|Rawson
277|3839479|Argentina|Santa Fe|Rafaela
278|3839490|Argentina|Chaco|Quitilipi
279|3839982|Argentina|Buenos Aires|Punta Alta
280|3840092|Argentina|Chubut|Puerto Madryn
281|3840300|Argentina|Chaco|Presidencia Roque Sáenz Peña
282|3840860|Argentina|San Juan|Pocito
283|3840885|Argentina|Neuquen|Plottier
284|3841490|Argentina|Buenos Aires|Pergamino
285|3841500|Argentina|Santa Fe|Pérez
286|3841956|Argentina|Entre Rios|Paraná
287|3842190|Argentina|Jujuy|Palpalá
288|3842670|Argentina|Buenos Aires|Olavarría
289|3842881|Argentina|Buenos Aires|Nueve de Julio
290|3843123|Argentina|Neuquen|Neuquén
291|3843619|Argentina|Cordoba|Morteros
292|3843803|Argentina|Tucuman|Monteros
293|3844421|Argentina|Mendoza|Mendoza
294|3844899|Argentina|Cordoba|Marcos Juárez
295|3845330|Argentina|Chaco|Machagai
296|3846864|Argentina|Buenos Aires|Lincoln
297|3846915|Argentina|Jujuy|Libertador General San Martín
298|3848687|Argentina|Chaco|Las Breñas
299|3848950|Argentina|La Rioja|La Rioja
300|3851331|Argentina|Cordoba|La Falda
301|3852374|Argentina|Cordoba|La Calera
302|3852468|Argentina|Cordoba|Laboulaye
303|3853354|Argentina|Buenos Aires|Junín
304|3853491|Argentina|Salta|Joaquín V. González
305|3853510|Argentina|Cordoba|Jesús María
306|3854895|Argentina|Santa Fe|Granadero Baigorria
307|3854985|Argentina|Santa Fe|Gobernador Gálvez
308|3855041|Argentina|Buenos Aires|General Villegas
309|3855065|Argentina|Rio Negro|General Roca
310|3855074|Argentina|Chaco|General Pinedo
311|3855075|Argentina|La Pampa|General Pico
312|3855116|Argentina|Salta|General Mosconi
313|3855244|Argentina|Santa Fe|Gálvez
314|3855554|Argentina|Santa Fe|Firmat
315|3855666|Argentina|Tucuman|Famaillá
316|3855974|Argentina|Chubut|Esquel
317|3856022|Argentina|Santa Fe|Esperanza
318|3856231|Argentina|Salta|Embarcación
319|3856235|Argentina|Cordoba|Embalse
320|3858765|Argentina|Rio Negro|El Bolsón
321|3859384|Argentina|Entre Rios|Diamante
322|3859512|Argentina|Cordoba|Deán Funes
323|3859552|Argentina|Neuquen|Cutral-Có
324|3859828|Argentina|Cordoba|Cruz del Eje
325|3859904|Argentina|Entre Rios|Crespo
326|3859965|Argentina|Cordoba|Cosquín
327|3860164|Argentina|Buenos Aires|Coronel Suárez
328|3860217|Argentina|Santa Fe|Coronda
329|3860259|Argentina|Cordoba|Córdoba
330|3860443|Argentina|Chubut|Comodoro Rivadavia
331|3861056|Argentina|Rio Negro|Cipolletti
332|3861061|Argentina|Rio Negro|Cinco Saltos
333|3861344|Argentina|Buenos Aires|Chivilcoy
334|3861416|Argentina|San Juan|Chimbas
335|3861445|Argentina|La Rioja|Chilecito
336|3861678|Argentina|Chaco|Charata
337|3861953|Argentina|Buenos Aires|Chacabuco
338|3862144|Argentina|Neuquen|Centenario
339|3862240|Argentina|San Juan|Caucete
340|3862254|Argentina|Rio Negro|Catriel
341|3862320|Argentina|Chaco|Castelli
342|3862351|Argentina|Santa Fe|Casilda
343|3862655|Argentina|Santa Fe|Carcarañá
344|3862738|Argentina|Santa Fe|Capitán Bermúdez
345|3862981|Argentina|Santa Fe|Cañada de Gómez
346|3863379|Argentina|Santa Cruz|Caleta Olivia
347|3864331|Argentina|Cordoba|Bell Ville
348|3864375|Argentina|Tucuman|Bella Vista
349|3865086|Argentina|Buenos Aires|Bahía Blanca
350|3865385|Argentina|Santa Fe|Arroyo Seco
351|3865424|Argentina|Cordoba|Arroyito
352|3865840|Argentina|Santiago del Estero|Añatuya
353|3866163|Argentina|Cordoba|Alta Gracia
354|3866242|Argentina|Rio Negro|Allen
355|3866367|Argentina|Tucuman|Alderetes
356|3866425|Argentina|San Juan|Albardón
357|3866496|Argentina|Tucuman|Aguilares
358|6693228|Argentina|Buenos Aires F.D.|Balvanera
359|6693230|Argentina|Buenos Aires F.D.|Villa Santa Rita
360|7116866|Argentina|San Luis|Villa Mercedes
361|7645166|Argentina|Buenos Aires|San Miguel
362|7647007|Argentina|Rio Negro|San Carlos de Bariloche
363|10172104|Argentina|Buenos Aires|Adrogué
364|11147723|Argentina|Buenos Aires|Ingeniero Pablo Nogués
365|12076997|Argentina|Buenos Aires|José C. Paz
366|12501204|Argentina|Buenos Aires|Santa María
367|5881576|American Samoa|Eastern District|Pago Pago
368|2761164|Austria|Tyrol|Wilten
369|2761353|Austria|Lower Austria|Wiener Neustadt
370|2761369|Austria|Vienna|Vienna
371|2761436|Austria|Styria|Wetzelsdorf
372|2761524|Austria|Upper Austria|Wels
373|2761669|Austria|Lower Austria|Weinzierl bei Krems
374|2762372|Austria|Carinthia|Villach
375|2763810|Austria|Tyrol|Telfs
376|2764178|Austria|Styria|Straßgang
377|2764279|Austria|Lower Austria|Stockerau
378|2764359|Austria|Upper Austria|Steyr
379|2765028|Austria|Vienna|Simmering
380|2766429|Austria|Lower Austria|Sankt Pölten
381|2766446|Austria|Styria|Sankt Peter
382|2766447|Austria|Carinthia|Sankt Peter
383|2766522|Austria|Carinthia|Sankt Martin
384|2766824|Austria|Salzburg|Salzburg
385|2766922|Austria|Salzburg|Saalfelden am Steinernen Meer
386|2768442|Austria|Tyrol|Pradl
387|2769110|Austria|Lower Austria|Perchtoldsdorf
388|2769359|Austria|Vienna|Ottakring
389|2771335|Austria|Lower Austria|Mödling
390|2771706|Austria|Vienna|Meidling
391|2772173|Austria|Vorarlberg|Lustenau
392|2772400|Austria|Upper Austria|Linz
393|2773913|Austria|Lower Austria|Klosterneuburg
394|2774326|Austria|Carinthia|Klagenfurt am Wörthersee
395|2775220|Austria|Tyrol|Innsbruck
396|2775260|Austria|Vienna|Innere Stadt
397|2775479|Austria|Tyrol|Hötting
398|2775742|Austria|Vorarlberg|Hohenems
399|2776421|Austria|Vienna|Hietzing
400|2776488|Austria|Vienna|Hernals
401|2778067|Austria|Styria|Graz
402|2779469|Austria|Vienna|Floridsdorf
403|2779674|Austria|Vorarlberg|Feldkirch
404|2780361|Austria|Styria|Eggenberg
405|2780741|Austria|Vorarlberg|Dornbirn
406|2781503|Austria|Vorarlberg|Bregenz
407|2782067|Austria|Lower Austria|Baden
408|2782555|Austria|Lower Austria|Amstetten
409|8063098|Austria|Vienna|Favoriten
410|11903636|Austria|Vienna|Donaustadt
411|11903637|Austria|Styria|Jakomini
412|11903638|Austria|Styria|Lend
413|11903639|Austria|Styria|Geidorf
414|11903640|Austria|Styria|Sankt Leonhard
415|11903641|Austria|Styria|Andritz
416|11903642|Austria|Styria|Gries
417|2061840|Australia|Western Australia|Scarborough
418|2062338|Australia|Western Australia|Rockingham
419|2063523|Australia|Western Australia|Perth
420|2065594|Australia|Queensland|Mount Isa
421|2065740|Australia|South Australia|Morphett Vale
422|2067119|Australia|Western Australia|Mandurah
423|2068079|Australia|Western Australia|Kwinana
424|2070571|Australia|Western Australia|Gosnells
425|2070998|Australia|Western Australia|Geraldton
426|2071059|Australia|South Australia|Gawler
427|2073124|Australia|Northern Territory|Darwin
428|2075230|Australia|Western Australia|Byford
429|2075265|Australia|Western Australia|Busselton
430|2075432|Australia|Western Australia|Bunbury
431|2077454|Australia|Western Australia|Australind
432|2077895|Australia|Northern Territory|Alice Springs
433|2077963|Australia|Western Australia|Albany
434|2078025|Australia|South Australia|Adelaide
435|2142457|Australia|Victoria|Yarraville
436|2143255|Australia|Victoria|Wollert
437|2143285|Australia|Victoria|Wodonga
438|2143887|Australia|Victoria|Wheelers Hill
439|2143973|Australia|New South Wales|Westmead
440|2144095|Australia|Victoria|Werribee
441|2144502|Australia|Queensland|Warwick
442|2144528|Australia|Victoria|Warrnambool
443|2144604|Australia|Victoria|Warragul
444|2144728|Australia|Victoria|Wantirna South
445|2144764|Australia|Victoria|Wangaratta
446|2145092|Australia|New South Wales|Wahroonga
447|2145461|Australia|Queensland|Upper Coomera
448|2145990|Australia|Victoria|Truganina
449|2146108|Australia|Victoria|Traralgon
450|2146142|Australia|Queensland|Townsville
451|2146268|Australia|Queensland|Toowoomba
452|2146793|Australia|Victoria|Thornbury
453|2146827|Australia|Victoria|Thomastown
454|2147140|Australia|Victoria|Templestowe
455|2147357|Australia|Victoria|Tarneit
456|2147381|Australia|New South Wales|Taree
457|2147497|Australia|New South Wales|Tamworth
458|2147714|Australia|New South Wales|Sydney
459|2147821|Australia|New South Wales|Surry Hills
460|2147849|Australia|Queensland|Surfers Paradise
461|2147914|Australia|Victoria|Sunbury
462|2148088|Australia|New South Wales|Strathfield
463|2148591|Australia|Victoria|Springvale
464|2148876|Australia|Victoria|South Yarra
465|2148928|Australia|Queensland|Southport
466|2149645|Australia|Victoria|Shepparton
467|2149847|Australia|New South Wales|Seven Hills
468|2149975|Australia|Victoria|Seaford
469|2150660|Australia|Victoria|Saint Kilda
470|2150669|Australia|New South Wales|Saint Ives
471|2150717|Australia|Victoria|Saint Albans
472|2150767|Australia|New South Wales|Ryde
473|2150894|Australia|Victoria|Rowville
474|2151437|Australia|Queensland|Rockhampton
475|2151443|Australia|New South Wales|Rockdale
476|2151576|Australia|Victoria|Ringwood
477|2151649|Australia|Victoria|Richmond
478|2151716|Australia|Victoria|Reservoir
479|2152329|Australia|New South Wales|Quakers Hill
480|2152558|Australia|Victoria|Preston
481|2152658|Australia|Victoria|Port Melbourne
482|2152659|Australia|New South Wales|Port Macquarie
483|2152819|Australia|Victoria|Point Cook
484|2153720|Australia|Victoria|Pascoe Vale
485|2153925|Australia|Queensland|Palm Beach
486|2153953|Australia|Victoria|Pakenham
487|2154219|Australia|New South Wales|Orange
488|2154481|Australia|Victoria|Officer
489|2154912|Australia|Victoria|North Melbourne
490|2155001|Australia|Victoria|Northcote
491|2155204|Australia|Victoria|Noble Park
492|2155472|Australia|New South Wales|Newcastle
493|2155542|Australia|Queensland|Nerang
494|2155718|Australia|Victoria|Narre Warren
495|2155787|Australia|Queensland|Narangba
496|2156340|Australia|Victoria|Mulgrave
497|2156492|Australia|Victoria|Mount Waverley
498|2156578|Australia|Victoria|Mount Martha
499|2156643|Australia|South Australia|Mount Gambier
500|2156663|Australia|Victoria|Mount Eliza
501|2156671|Australia|New South Wales|Mount Druitt
502|2156813|Australia|New South Wales|Mosman
503|2156878|Australia|Victoria|Mornington
504|2156934|Australia|Queensland|Morayfield
505|2156942|Australia|Victoria|South Morang
506|2156977|Australia|Victoria|Mooroolbark
507|2157056|Australia|Victoria|Moonee Ponds
508|2157410|Australia|Victoria|Mitcham
509|2157495|Australia|New South Wales|Miranda
510|2157635|Australia|Victoria|Mill Park
511|2157698|Australia|Victoria|Mildura
512|2157995|Australia|New South Wales|Merrylands
513|2158051|Australia|Victoria|Mernda
514|2158177|Australia|Victoria|Melbourne
515|2158538|Australia|New South Wales|Mascot
516|2158562|Australia|Queensland|Maryborough
517|2158626|Australia|New South Wales|Marrickville
518|2158651|Australia|New South Wales|Maroubra
519|2158867|Australia|New South Wales|Manly
520|2159045|Australia|New South Wales|Maitland
521|2159220|Australia|Queensland|Mackay
522|2159851|Australia|New South Wales|Liverpool
523|2160188|Australia|Victoria|Lilydale
524|2160258|Australia|New South Wales|Lidcombe
525|2160517|Australia|Tasmania|Launceston
526|2160560|Australia|Victoria|Lara
527|2160582|Australia|Victoria|Langwarrin
528|2160706|Australia|Victoria|Lalor
529|2160744|Australia|New South Wales|Lakemba
530|2161185|Australia|New South Wales|Kogarah
531|2161532|Australia|Victoria|Keysborough
532|2161540|Australia|Victoria|Kew
533|2161608|Australia|New South Wales|Kensington
534|2163137|Australia|New South Wales|Hornsby
535|2163355|Australia|Tasmania|Hobart
536|2163776|Australia|Victoria|Hawthorn South
537|2163782|Australia|Victoria|Hawthorn
538|2163990|Australia|Victoria|Hampton Park
539|2164422|Australia|New South Wales|Griffith
540|2164495|Australia|Victoria|Greenvale
541|2164515|Australia|Victoria|Greensborough
542|2164691|Australia|New South Wales|Granville
543|2164837|Australia|New South Wales|Goulburn
544|2165087|Australia|Queensland|Gold Coast
545|2165171|Australia|Victoria|Glen Waverley
546|2165200|Australia|Victoria|Glenroy
547|2165290|Australia|Victoria|Glen Iris
548|2165329|Australia|Victoria|Glenferrie
549|2165478|Australia|Queensland|Gladstone
550|2165798|Australia|Victoria|Geelong
551|2166143|Australia|Victoria|Frankston East
552|2166144|Australia|Victoria|Frankston
553|2166370|Australia|Victoria|Footscray
554|2166952|Australia|New South Wales|Fairfield
555|2167208|Australia|Victoria|Essendon
556|2167279|Australia|Victoria|Epping
557|2167280|Australia|New South Wales|Epping
558|2167312|Australia|New South Wales|Engadine
559|2167445|Australia|Victoria|Eltham
560|2167651|Australia|Queensland|Eight Mile Plains
561|2167840|Australia|New South Wales|Eastwood
562|2167949|Australia|New South Wales|Earlwood
563|2168305|Australia|New South Wales|Dubbo
564|2168537|Australia|Victoria|Doreen
565|2168605|Australia|Victoria|Doncaster East
566|2168607|Australia|Victoria|Doncaster
567|2169145|Australia|Victoria|Deer Park
568|2169220|Australia|Queensland|Deception Bay
569|2169460|Australia|Victoria|Dandenong
570|2169867|Australia|Victoria|Croydon
571|2169956|Australia|New South Wales|Cronulla
572|2170079|Australia|Victoria|Cranbourne
573|2170089|Australia|Victoria|Craigieburn
574|2170307|Australia|Victoria|Corio
575|2170435|Australia|Queensland|Coorparoo
576|2170697|Australia|New South Wales|Coogee
577|2171085|Australia|New South Wales|Coffs Harbour
578|2171168|Australia|Victoria|Coburg
579|2171400|Australia|Victoria|Clayton
580|2171507|Australia|New South Wales|Wollongong
581|2171707|Australia|New South Wales|Chatswood
582|2171845|Australia|New South Wales|Cessnock
583|2171945|Australia|Victoria|Caulfield North
584|2172111|Australia|New South Wales|Castle Hill
585|2172191|Australia|Victoria|Carrum Downs
586|2172264|Australia|Victoria|Carnegie
587|2172293|Australia|Victoria|Carlton
588|2172303|Australia|New South Wales|Carlingford
589|2172434|Australia|Queensland|Capalaba
590|2172517|Australia|Australian Capital Territory|Canberra
591|2172686|Australia|Victoria|Camberwell
592|2172797|Australia|Queensland|Cairns
